Unnamed: 0,play_name,genre,character,act,scene,sentence,text,sex,sentiment
100010,Romeo and Juliet,Tragedy,Sampson,1,1,1,"Gregory, o' my word, we'll not carry coals.",male,0.0
100011,Romeo and Juliet,Tragedy,Gregory,1,1,2,"No, for then we should be colliers.",male,0.0
100012,Romeo and Juliet,Tragedy,Sampson,1,1,3,"I mean, an we be in choler, we'll draw.",male,-0.31
100013,Romeo and Juliet,Tragedy,Gregory,1,1,4,"Ay, while you live, draw your neck out o' the collar.",male,0.14
100014,Romeo and Juliet,Tragedy,Sampson,1,1,5,"I strike quickly, being moved.",male,0.33
100015,Romeo and Juliet,Tragedy,Gregory,1,1,6,But thou art not quickly moved to strike.,male,-0.17
100016,Romeo and Juliet,Tragedy,Sampson,1,1,7,A dog of the house of Montague moves me.,male,0.0
100017,Romeo and Juliet,Tragedy,Gregory,1,1,8,To move is to stir; and to be valiant is to stand:,male,0.0
100018,Romeo and Juliet,Tragedy,Gregory,1,1,9,"therefore, if thou art moved, thou runn'st away.",male,0.0
100019,Romeo and Juliet,Tragedy,Sampson,1,1,10,A dog of that house shall move me to stand: I will,male,0.0
100020,Romeo and Juliet,Tragedy,Sampson,1,1,11,take the wall of any man or maid of Montague's.,male,0.0
100021,Romeo and Juliet,Tragedy,Gregory,1,1,12,That shows thee a weak slave; for the weakest goes,male,-0.38
100022,Romeo and Juliet,Tragedy,Gregory,1,1,13,to the wall.,male,0.0
100023,Romeo and Juliet,Tragedy,Sampson,1,1,14,"True; and therefore women, being the weaker vessels,",male,0.35
100024,Romeo and Juliet,Tragedy,Sampson,1,1,15,are ever thrust to the wall: therefore I will push,male,0.0
100025,Romeo and Juliet,Tragedy,Sampson,1,1,16,"Montague's men from the wall, and thrust his maids",male,0.0
100026,Romeo and Juliet,Tragedy,Sampson,1,1,17,to the wall.,male,0.0
100027,Romeo and Juliet,Tragedy,Gregory,1,1,18,The quarrel is between our masters and us their men.,male,0.0
100028,Romeo and Juliet,Tragedy,Sampson,1,1,19,"'Tis all one, I will show myself a tyrant: when I",male,0.0
100029,Romeo and Juliet,Tragedy,Sampson,1,1,20,"have fought with the men, I will be cruel with the",male,-1.0
100030,Romeo and Juliet,Tragedy,Sampson,1,1,21,"maids, and cut off their heads.",male,0.0
100031,Romeo and Juliet,Tragedy,Gregory,1,1,22,The heads of the maids?,male,0.0
100032,Romeo and Juliet,Tragedy,Sampson,1,1,23,"Ay, the heads of the maids, or their maidenheads;",male,0.0
100033,Romeo and Juliet,Tragedy,Sampson,1,1,24,take it in what sense thou wilt.,male,0.0
100034,Romeo and Juliet,Tragedy,Gregory,1,1,25,They must take it in sense that feel it.,male,0.0
100035,Romeo and Juliet,Tragedy,Sampson,1,1,26,Me they shall feel while I am able to stand: and,male,0.5
100036,Romeo and Juliet,Tragedy,Sampson,1,1,27,'tis known I am a pretty piece of flesh.,male,0.25
100037,Romeo and Juliet,Tragedy,Gregory,1,1,28,"'Tis well thou art not fish; if thou hadst, thou",male,0.0
100038,Romeo and Juliet,Tragedy,Gregory,1,1,29,hadst been poor John. Draw thy tool! here comes,male,-0.5
100039,Romeo and Juliet,Tragedy,Gregory,1,1,30,two of the house of the Montagues.,male,0.0
100040,Romeo and Juliet,Tragedy,Sampson,1,1,31,"My naked weapon is out: quarrel, I will back thee.",male,0.0
100041,Romeo and Juliet,Tragedy,Gregory,1,1,32,How! turn thy back and run?,male,0.0
100042,Romeo and Juliet,Tragedy,Sampson,1,1,33,Fear me not.,male,0.0
100043,Romeo and Juliet,Tragedy,Gregory,1,1,34,"No, marry; I fear thee!",male,0.0
100044,Romeo and Juliet,Tragedy,Sampson,1,1,35,Let us take the law of our sides; let them begin.,male,0.0
100045,Romeo and Juliet,Tragedy,Gregory,1,1,36,"I will frown as I pass by, and let them take it as",male,0.0
100046,Romeo and Juliet,Tragedy,Gregory,1,1,37,they list.,male,0.0
100047,Romeo and Juliet,Tragedy,Sampson,1,1,38,"Nay, as they dare. I will bite my thumb at them;",male,0.0
100048,Romeo and Juliet,Tragedy,Sampson,1,1,39,"which is a disgrace to them, if they bear it.",male,0.0
100049,Romeo and Juliet,Tragedy,Abraham,1,1,40,"Do you bite your thumb at us, sir?",male,0.0
100050,Romeo and Juliet,Tragedy,Sampson,1,1,41,"I do bite my thumb, sir.",male,0.0
100051,Romeo and Juliet,Tragedy,Abraham,1,1,42,"Do you bite your thumb at us, sir?",male,0.0
100052,Romeo and Juliet,Tragedy,Sampson,1,1,43,"[Aside to GREGORY]  Is the law of our side, if I say",male,0.0
100053,Romeo and Juliet,Tragedy,Sampson,1,1,44,ay?,male,0.0
100054,Romeo and Juliet,Tragedy,Gregory,1,1,45,No.,male,0.0
100055,Romeo and Juliet,Tragedy,Sampson,1,1,46,"No, sir, I do not bite my thumb at you, sir, but I",male,0.0
100056,Romeo and Juliet,Tragedy,Sampson,1,1,47,"bite my thumb, sir.",male,0.0
100057,Romeo and Juliet,Tragedy,Gregory,1,1,48,"Do you quarrel, sir?",male,0.0
100058,Romeo and Juliet,Tragedy,Abraham,1,1,49,"Quarrel sir! no, sir.",male,0.0
100059,Romeo and Juliet,Tragedy,Sampson,1,1,50,"If you do, sir, I am for you: I serve as good a man as you.",male,0.7
100060,Romeo and Juliet,Tragedy,Abraham,1,1,51,No better.,male,-0.25
100061,Romeo and Juliet,Tragedy,Sampson,1,1,52,"Well, sir.",male,0.0
100062,Romeo and Juliet,Tragedy,Gregory,1,1,53,Say 'better:' here comes one of my master's kinsmen.,male,0.5
100063,Romeo and Juliet,Tragedy,Sampson,1,1,54,"Yes, better, sir.",male,0.5
100064,Romeo and Juliet,Tragedy,Abraham,1,1,55,You lie.,male,0.0
100065,Romeo and Juliet,Tragedy,Sampson,1,1,56,"Draw, if you be men. Gregory, remember thy swashing blow.",male,0.0
100066,Romeo and Juliet,Tragedy,Benvolio,1,1,57,"Part, fools!",male,0.0
100067,Romeo and Juliet,Tragedy,Benvolio,1,1,58,Put up your swords; you know not what you do.,male,0.0
100068,Romeo and Juliet,Tragedy,Tybalt,1,1,59,"What, art thou drawn among these heartless hinds?",male,0.0
100069,Romeo and Juliet,Tragedy,Tybalt,1,1,60,"Turn thee, Benvolio, look upon thy death.",male,0.0
100070,Romeo and Juliet,Tragedy,Benvolio,1,1,61,"I do but keep the peace: put up thy sword,",male,0.0
100071,Romeo and Juliet,Tragedy,Benvolio,1,1,62,Or manage it to part these men with me.,male,0.0
100072,Romeo and Juliet,Tragedy,Tybalt,1,1,63,"What, drawn, and talk of peace! I hate the word,",male,-0.8
100073,Romeo and Juliet,Tragedy,Tybalt,1,1,64,"As I hate hell, all Montagues, and thee:",male,-0.8
100074,Romeo and Juliet,Tragedy,Tybalt,1,1,65,"Have at thee, coward!",male,0.0
100075,Romeo and Juliet,Tragedy,First Citizen,1,1,66,"Clubs, bills, and partisans! strike! beat them down!",male,-0.19
100076,Romeo and Juliet,Tragedy,First Citizen,1,1,67,Down with the Capulets! down with the Montagues!,male,-0.19
100077,Romeo and Juliet,Tragedy,Capulet,1,1,68,"What noise is this? Give me my long sword, ho!",male,-0.06
100078,Romeo and Juliet,Tragedy,Lady Capulet,1,1,69,"A crutch, a crutch! why call you for a sword?",female,0.0
100079,Romeo and Juliet,Tragedy,Capulet,1,1,70,"My sword, I say! Old Montague is come,",male,0.1
100080,Romeo and Juliet,Tragedy,Capulet,1,1,71,And flourishes his blade in spite of me.,male,0.0
100081,Romeo and Juliet,Tragedy,Montague,1,1,72,"Thou villain Capulet,--Hold me not, let me go.",male,0.0
100082,Romeo and Juliet,Tragedy,Lady Montague,1,1,73,Thou shalt not stir a foot to seek a foe.,female,0.0
100083,Romeo and Juliet,Tragedy,Prince,1,1,74,"Rebellious subjects, enemies to peace,",male,0.0
100084,Romeo and Juliet,Tragedy,Prince,1,1,75,"Profaners of this neighbour-stained steel,--",male,0.0
100085,Romeo and Juliet,Tragedy,Prince,1,1,76,"Will they not hear? What, ho! you men, you beasts,",male,0.0
100086,Romeo and Juliet,Tragedy,Prince,1,1,77,That quench the fire of your pernicious rage,male,0.0
100087,Romeo and Juliet,Tragedy,Prince,1,1,78,"With purple fountains issuing from your veins,",male,0.0
100088,Romeo and Juliet,Tragedy,Prince,1,1,79,"On pain of torture, from those bloody hands",male,-0.8
100089,Romeo and Juliet,Tragedy,Prince,1,1,80,"Throw your mistemper'd weapons to the ground,",male,0.0
100090,Romeo and Juliet,Tragedy,Prince,1,1,81,And hear the sentence of your moved prince.,male,0.0
100091,Romeo and Juliet,Tragedy,Prince,1,1,82,"Three civil brawls, bred of an airy word,",male,0.0
100092,Romeo and Juliet,Tragedy,Prince,1,1,83,"By thee, old Capulet, and Montague,",male,0.1
100093,Romeo and Juliet,Tragedy,Prince,1,1,84,"Have thrice disturb'd the quiet of our streets,",male,0.0
100094,Romeo and Juliet,Tragedy,Prince,1,1,85,And made Verona's ancient citizens,male,0.0
100095,Romeo and Juliet,Tragedy,Prince,1,1,86,"Cast by their grave beseeming ornaments,",male,0.0
100096,Romeo and Juliet,Tragedy,Prince,1,1,87,"To wield old partisans, in hands as old,",male,0.1
100097,Romeo and Juliet,Tragedy,Prince,1,1,88,"Canker'd with peace, to part your canker'd hate:",male,-0.8
100098,Romeo and Juliet,Tragedy,Prince,1,1,89,"If ever you disturb our streets again,",male,0.0
100099,Romeo and Juliet,Tragedy,Prince,1,1,90,Your lives shall pay the forfeit of the peace.,male,0.0
100100,Romeo and Juliet,Tragedy,Prince,1,1,91,"For this time, all the rest depart away:",male,0.0
100101,Romeo and Juliet,Tragedy,Prince,1,1,92,You Capulet; shall go along with me:,male,0.0
100102,Romeo and Juliet,Tragedy,Prince,1,1,93,"And, Montague, come you this afternoon,",male,0.0
100103,Romeo and Juliet,Tragedy,Prince,1,1,94,"To know our further pleasure in this case,",male,0.0
100104,Romeo and Juliet,Tragedy,Prince,1,1,95,"To old Free-town, our common judgment-place.",male,-0.1
100105,Romeo and Juliet,Tragedy,Prince,1,1,96,"Once more, on pain of death, all men depart.",male,0.5
100106,Romeo and Juliet,Tragedy,Montague,1,1,97,Who set this ancient quarrel new abroach?,male,0.14
100107,Romeo and Juliet,Tragedy,Montague,1,1,98,"Speak, nephew, were you by when it began?",male,0.0
100108,Romeo and Juliet,Tragedy,Benvolio,1,1,99,"Here were the servants of your adversary,",male,0.0
100109,Romeo and Juliet,Tragedy,Benvolio,1,1,100,"And yours, close fighting ere I did approach:",male,0.0
100110,Romeo and Juliet,Tragedy,Benvolio,1,1,101,I drew to part them: in the instant came,male,0.0
100111,Romeo and Juliet,Tragedy,Benvolio,1,1,102,"The fiery Tybalt, with his sword prepared,",male,0.0
100112,Romeo and Juliet,Tragedy,Benvolio,1,1,103,"Which, as he breathed defiance to my ears,",male,0.0
100113,Romeo and Juliet,Tragedy,Benvolio,1,1,104,"He swung about his head and cut the winds,",male,0.0
100114,Romeo and Juliet,Tragedy,Benvolio,1,1,105,Who nothing hurt withal hiss'd him in scorn:,male,0.0
100115,Romeo and Juliet,Tragedy,Benvolio,1,1,106,"While we were interchanging thrusts and blows,",male,0.0
100116,Romeo and Juliet,Tragedy,Benvolio,1,1,107,"Came more and more and fought on part and part,",male,0.5
100117,Romeo and Juliet,Tragedy,Benvolio,1,1,108,"Till the prince came, who parted either part.",male,0.0
100118,Romeo and Juliet,Tragedy,Lady Montague,1,1,109,"O, where is Romeo? saw you him to-day?",female,0.0
100119,Romeo and Juliet,Tragedy,Lady Montague,1,1,110,Right glad I am he was not at this fray.,female,0.39
100120,Romeo and Juliet,Tragedy,Benvolio,1,1,111,"Madam, an hour before the worshipp'd sun",male,0.0
100121,Romeo and Juliet,Tragedy,Benvolio,1,1,112,"Peer'd forth the golden window of the east,",male,0.3
100122,Romeo and Juliet,Tragedy,Benvolio,1,1,113,A troubled mind drave me to walk abroad;,male,-0.5
100123,Romeo and Juliet,Tragedy,Benvolio,1,1,114,"Where, underneath the grove of sycamore",male,0.0
100124,Romeo and Juliet,Tragedy,Benvolio,1,1,115,"That westward rooteth from the city's side,",male,0.0
100125,Romeo and Juliet,Tragedy,Benvolio,1,1,116,So early walking did I see your son:,male,0.1
100126,Romeo and Juliet,Tragedy,Benvolio,1,1,117,"Towards him I made, but he was ware of me",male,0.0
100127,Romeo and Juliet,Tragedy,Benvolio,1,1,118,And stole into the covert of the wood:,male,0.0
100128,Romeo and Juliet,Tragedy,Benvolio,1,1,119,"I, measuring his affections by my own,",male,0.6
100129,Romeo and Juliet,Tragedy,Benvolio,1,1,120,"That most are busied when they're most alone,",male,0.5
100130,Romeo and Juliet,Tragedy,Benvolio,1,1,121,"Pursued my humour not pursuing his,",male,0.0
100131,Romeo and Juliet,Tragedy,Benvolio,1,1,122,And gladly shunn'd who gladly fled from me.,male,0.5
100132,Romeo and Juliet,Tragedy,Montague,1,1,123,"Many a morning hath he there been seen,",male,0.5
100133,Romeo and Juliet,Tragedy,Montague,1,1,124,With tears augmenting the fresh morning dew.,male,0.3
100134,Romeo and Juliet,Tragedy,Montague,1,1,125,Adding to clouds more clouds with his deep sighs;,male,0.25
100135,Romeo and Juliet,Tragedy,Montague,1,1,126,But all so soon as the all-cheering sun,male,0.0
100136,Romeo and Juliet,Tragedy,Montague,1,1,127,Should in the furthest east begin to draw,male,0.0
100137,Romeo and Juliet,Tragedy,Montague,1,1,128,"The shady curtains from Aurora's bed,",male,-0.25
100138,Romeo and Juliet,Tragedy,Montague,1,1,129,"Away from the light steals home my heavy son,",male,0.1
100139,Romeo and Juliet,Tragedy,Montague,1,1,130,"And private in his chamber pens himself,",male,0.0
100140,Romeo and Juliet,Tragedy,Montague,1,1,131,"Shuts up his windows, locks far daylight out",male,0.1
100141,Romeo and Juliet,Tragedy,Montague,1,1,132,And makes himself an artificial night:,male,-0.6
100142,Romeo and Juliet,Tragedy,Montague,1,1,133,"Black and portentous must this humour prove,",male,-0.17
100143,Romeo and Juliet,Tragedy,Montague,1,1,134,Unless good counsel may the cause remove.,male,0.7
100144,Romeo and Juliet,Tragedy,Benvolio,1,1,135,"My noble uncle, do you know the cause?",male,0.6
100145,Romeo and Juliet,Tragedy,Montague,1,1,136,I neither know it nor can learn of him.,male,0.0
100146,Romeo and Juliet,Tragedy,Benvolio,1,1,137,Have you importuned him by any means?,male,0.0
100147,Romeo and Juliet,Tragedy,Montague,1,1,138,Both by myself and many other friends:,male,0.19
100148,Romeo and Juliet,Tragedy,Montague,1,1,139,"But he, his own affections' counsellor,",male,0.6
100149,Romeo and Juliet,Tragedy,Montague,1,1,140,Is to himself--I will not say how true--,male,0.35
100150,Romeo and Juliet,Tragedy,Montague,1,1,141,"But to himself so secret and so close,",male,-0.4
100151,Romeo and Juliet,Tragedy,Montague,1,1,142,"So far from sounding and discovery,",male,0.1
100152,Romeo and Juliet,Tragedy,Montague,1,1,143,"As is the bud bit with an envious worm,",male,0.0
100153,Romeo and Juliet,Tragedy,Montague,1,1,144,"Ere he can spread his sweet leaves to the air,",male,0.35
100154,Romeo and Juliet,Tragedy,Montague,1,1,145,Or dedicate his beauty to the sun.,male,0.0
100155,Romeo and Juliet,Tragedy,Montague,1,1,146,Could we but learn from whence his sorrows grow.,male,0.0
100156,Romeo and Juliet,Tragedy,Montague,1,1,147,We would as willingly give cure as know.,male,0.25
100157,Romeo and Juliet,Tragedy,Benvolio,1,1,148,"See, where he comes: so please you, step aside;",male,0.0
100158,Romeo and Juliet,Tragedy,Benvolio,1,1,149,"I'll know his grievance, or be much denied.",male,0.2
100159,Romeo and Juliet,Tragedy,Montague,1,1,150,"I would thou wert so happy by thy stay,",male,0.8
100160,Romeo and Juliet,Tragedy,Montague,1,1,151,"To hear true shrift. Come, madam, let's away.",male,0.35
100161,Romeo and Juliet,Tragedy,Benvolio,1,1,152,"Good-morrow, cousin.",male,0.0
100162,Romeo and Juliet,Tragedy,Romeo,1,1,153,Is the day so young?,male,0.1
100163,Romeo and Juliet,Tragedy,Benvolio,1,1,154,But new struck nine.,male,0.14
100164,Romeo and Juliet,Tragedy,Romeo,1,1,155,Ay me! sad hours seem long.,male,-0.28
100165,Romeo and Juliet,Tragedy,Romeo,1,1,156,Was that my father that went hence so fast?,male,0.2
100166,Romeo and Juliet,Tragedy,Benvolio,1,1,157,It was. What sadness lengthens Romeo's hours?,male,0.0
100167,Romeo and Juliet,Tragedy,Romeo,1,1,158,"Not having that, which, having, makes them short.",male,0.0
100168,Romeo and Juliet,Tragedy,Benvolio,1,1,159,In love?,male,0.5
100169,Romeo and Juliet,Tragedy,Romeo,1,1,160,Out--,male,0.0
100170,Romeo and Juliet,Tragedy,Benvolio,1,1,161,Of love?,male,0.5
100171,Romeo and Juliet,Tragedy,Romeo,1,1,162,"Out of her favour, where I am in love.",male,0.5
100172,Romeo and Juliet,Tragedy,Benvolio,1,1,163,"Alas, that love, so gentle in his view,",male,0.1
100173,Romeo and Juliet,Tragedy,Benvolio,1,1,164,Should be so tyrannous and rough in proof!,male,-0.12
100174,Romeo and Juliet,Tragedy,Romeo,1,1,165,"Alas, that love, whose view is muffled still,",male,0.05
100175,Romeo and Juliet,Tragedy,Romeo,1,1,166,"Should, without eyes, see pathways to his will!",male,0.0
100176,Romeo and Juliet,Tragedy,Romeo,1,1,167,Where shall we dine? O me! What fray was here?,male,0.0
100177,Romeo and Juliet,Tragedy,Romeo,1,1,168,"Yet tell me not, for I have heard it all.",male,0.0
100178,Romeo and Juliet,Tragedy,Romeo,1,1,169,"Here's much to do with hate, but more with love.",male,0.1
100179,Romeo and Juliet,Tragedy,Romeo,1,1,170,"Why, then, O brawling love! O loving hate!",male,0.08
100180,Romeo and Juliet,Tragedy,Romeo,1,1,171,"O any thing, of nothing first create!",male,0.31
100181,Romeo and Juliet,Tragedy,Romeo,1,1,172,O heavy lightness! serious vanity!,male,-0.33
100182,Romeo and Juliet,Tragedy,Romeo,1,1,173,Mis-shapen chaos of well-seeming forms!,male,0.0
100183,Romeo and Juliet,Tragedy,Romeo,1,1,174,"Feather of lead, bright smoke, cold fire,",male,0.05
100184,Romeo and Juliet,Tragedy,Romeo,1,1,175,sick health!,male,-0.89
100185,Romeo and Juliet,Tragedy,Romeo,1,1,176,"Still-waking sleep, that is not what it is!",male,0.0
100186,Romeo and Juliet,Tragedy,Romeo,1,1,177,"This love feel I, that feel no love in this.",male,0.12
100187,Romeo and Juliet,Tragedy,Romeo,1,1,178,Dost thou not laugh?,male,-0.15
100188,Romeo and Juliet,Tragedy,Benvolio,1,1,179,"No, coz, I rather weep.",male,0.0
100189,Romeo and Juliet,Tragedy,Romeo,1,1,180,"Good heart, at what?",male,0.7
100190,Romeo and Juliet,Tragedy,Benvolio,1,1,181,At thy good heart's oppression.,male,0.7
100191,Romeo and Juliet,Tragedy,Romeo,1,1,182,"Why, such is love's transgression.",male,0.25
100192,Romeo and Juliet,Tragedy,Romeo,1,1,183,"Griefs of mine own lie heavy in my breast,",male,0.2
100193,Romeo and Juliet,Tragedy,Romeo,1,1,184,"Which thou wilt propagate, to have it prest",male,0.0
100194,Romeo and Juliet,Tragedy,Romeo,1,1,185,With more of thine: this love that thou hast shown,male,0.5
100195,Romeo and Juliet,Tragedy,Romeo,1,1,186,Doth add more grief to too much of mine own.,male,0.12
100196,Romeo and Juliet,Tragedy,Romeo,1,1,187,Love is a smoke raised with the fume of sighs;,male,0.5
100197,Romeo and Juliet,Tragedy,Romeo,1,1,188,"Being purged, a fire sparkling in lovers' eyes;",male,0.0
100198,Romeo and Juliet,Tragedy,Romeo,1,1,189,Being vex'd a sea nourish'd with lovers' tears:,male,0.0
100199,Romeo and Juliet,Tragedy,Romeo,1,1,190,"What is it else? a madness most discreet,",male,0.5
100200,Romeo and Juliet,Tragedy,Romeo,1,1,191,A choking gall and a preserving sweet.,male,0.35
100201,Romeo and Juliet,Tragedy,Romeo,1,1,192,"Farewell, my coz.",male,0.0
100202,Romeo and Juliet,Tragedy,Benvolio,1,1,193,Soft! I will go along;,male,0.12
100203,Romeo and Juliet,Tragedy,Benvolio,1,1,194,"An if you leave me so, you do me wrong.",male,-0.5
100204,Romeo and Juliet,Tragedy,Romeo,1,1,195,"Tut, I have lost myself; I am not here;",male,0.0
100205,Romeo and Juliet,Tragedy,Romeo,1,1,196,"This is not Romeo, he's some other where.",male,-0.12
100206,Romeo and Juliet,Tragedy,Benvolio,1,1,197,"Tell me in sadness, who is that you love.",male,0.5
100207,Romeo and Juliet,Tragedy,Romeo,1,1,198,"What, shall I groan and tell thee?",male,0.0
100208,Romeo and Juliet,Tragedy,Benvolio,1,1,199,"Groan! why, no.",male,0.0
100209,Romeo and Juliet,Tragedy,Benvolio,1,1,200,But sadly tell me who.,male,-0.5
100210,Romeo and Juliet,Tragedy,Romeo,1,1,201,Bid a sick man in sadness make his will:,male,-0.71
100211,Romeo and Juliet,Tragedy,Romeo,1,1,202,"Ah, word ill urged to one that is so ill!",male,-0.56
100212,Romeo and Juliet,Tragedy,Romeo,1,1,203,"In sadness, cousin, I do love a woman.",male,0.5
100213,Romeo and Juliet,Tragedy,Benvolio,1,1,204,"I aim'd so near, when I supposed you loved.",male,0.4
100214,Romeo and Juliet,Tragedy,Romeo,1,1,205,A right good mark-man! And she's fair I love.,male,0.59
100215,Romeo and Juliet,Tragedy,Benvolio,1,1,206,"A right fair mark, fair coz, is soonest hit.",male,0.56
100216,Romeo and Juliet,Tragedy,Romeo,1,1,207,"Well, in that hit you miss: she'll not be hit",male,0.0
100217,Romeo and Juliet,Tragedy,Romeo,1,1,208,With Cupid's arrow; she hath Dian's wit;,male,0.0
100218,Romeo and Juliet,Tragedy,Romeo,1,1,209,"And, in strong proof of chastity well arm'd,",male,0.43
100219,Romeo and Juliet,Tragedy,Romeo,1,1,210,From love's weak childish bow she lives unharm'd.,male,-0.03
100220,Romeo and Juliet,Tragedy,Romeo,1,1,211,"She will not stay the siege of loving terms,",male,0.6
100221,Romeo and Juliet,Tragedy,Romeo,1,1,212,"Nor bide the encounter of assailing eyes,",male,0.0
100222,Romeo and Juliet,Tragedy,Romeo,1,1,213,Nor ope her lap to saint-seducing gold:,male,0.0
100223,Romeo and Juliet,Tragedy,Romeo,1,1,214,"O, she is rich in beauty, only poor,",male,-0.01
100224,Romeo and Juliet,Tragedy,Romeo,1,1,215,That when she dies with beauty dies her store.,male,0.0
100225,Romeo and Juliet,Tragedy,Benvolio,1,1,216,Then she hath sworn that she will still live chaste?,male,0.14
100226,Romeo and Juliet,Tragedy,Romeo,1,1,217,"She hath, and in that sparing makes huge waste,",male,0.1
100227,Romeo and Juliet,Tragedy,Romeo,1,1,218,For beauty starved with her severity,male,0.0
100228,Romeo and Juliet,Tragedy,Romeo,1,1,219,Cuts beauty off from all posterity.,male,0.0
100229,Romeo and Juliet,Tragedy,Romeo,1,1,220,"She is too fair, too wise, wisely too fair,",male,0.7
100230,Romeo and Juliet,Tragedy,Romeo,1,1,221,To merit bliss by making me despair:,male,0.0
100231,Romeo and Juliet,Tragedy,Romeo,1,1,222,"She hath forsworn to love, and in that vow",male,0.5
100232,Romeo and Juliet,Tragedy,Romeo,1,1,223,Do I live dead that live to tell it now.,male,0.02
100233,Romeo and Juliet,Tragedy,Benvolio,1,1,224,"Be ruled by me, forget to think of her.",male,0.0
100234,Romeo and Juliet,Tragedy,Romeo,1,1,225,"O, teach me how I should forget to think.",male,0.0
100235,Romeo and Juliet,Tragedy,Benvolio,1,1,226,By giving liberty unto thine eyes;,male,0.0
100236,Romeo and Juliet,Tragedy,Benvolio,1,1,227,Examine other beauties.,male,-0.12
100237,Romeo and Juliet,Tragedy,Romeo,1,1,228,'Tis the way,male,0.0
100238,Romeo and Juliet,Tragedy,Romeo,1,1,229,"To call hers exquisite, in question more:",male,0.75
100239,Romeo and Juliet,Tragedy,Romeo,1,1,230,These happy masks that kiss fair ladies' brows,male,0.75
100240,Romeo and Juliet,Tragedy,Romeo,1,1,231,Being black put us in mind they hide the fair;,male,0.27
100241,Romeo and Juliet,Tragedy,Romeo,1,1,232,He that is strucken blind cannot forget,male,-0.5
100242,Romeo and Juliet,Tragedy,Romeo,1,1,233,The precious treasure of his eyesight lost:,male,0.5
100243,Romeo and Juliet,Tragedy,Romeo,1,1,234,"Show me a mistress that is passing fair,",male,0.7
100244,Romeo and Juliet,Tragedy,Romeo,1,1,235,"What doth her beauty serve, but as a note",male,0.0
100245,Romeo and Juliet,Tragedy,Romeo,1,1,236,Where I may read who pass'd that passing fair?,male,0.7
100246,Romeo and Juliet,Tragedy,Romeo,1,1,237,Farewell: thou canst not teach me to forget.,male,0.0
100247,Romeo and Juliet,Tragedy,Benvolio,1,1,238,"I'll pay that doctrine, or else die in debt.",male,0.0
100248,Romeo and Juliet,Tragedy,Capulet,1,2,1,"But Montague is bound as well as I,",male,0.0
100249,Romeo and Juliet,Tragedy,Capulet,1,2,2,"In penalty alike; and 'tis not hard, I think,",male,0.15
100250,Romeo and Juliet,Tragedy,Capulet,1,2,3,For men so old as we to keep the peace.,male,0.1
100251,Romeo and Juliet,Tragedy,Paris,1,2,4,Of honourable reckoning are you both;,male,0.0
100252,Romeo and Juliet,Tragedy,Paris,1,2,5,And pity 'tis you lived at odds so long.,male,-0.08
100253,Romeo and Juliet,Tragedy,Paris,1,2,6,"But now, my lord, what say you to my suit?",male,0.0
100254,Romeo and Juliet,Tragedy,Capulet,1,2,7,But saying o'er what I have said before:,male,0.0
100255,Romeo and Juliet,Tragedy,Capulet,1,2,8,My child is yet a stranger in the world;,male,0.0
100256,Romeo and Juliet,Tragedy,Capulet,1,2,9,"She hath not seen the change of fourteen years,",male,0.0
100257,Romeo and Juliet,Tragedy,Capulet,1,2,10,"Let two more summers wither in their pride,",male,0.5
100258,Romeo and Juliet,Tragedy,Capulet,1,2,11,Ere we may think her ripe to be a bride.,male,0.0
100259,Romeo and Juliet,Tragedy,Paris,1,2,12,Younger than she are happy mothers made.,male,0.4
100260,Romeo and Juliet,Tragedy,Capulet,1,2,13,And too soon marr'd are those so early made.,male,0.1
100261,Romeo and Juliet,Tragedy,Capulet,1,2,14,"The earth hath swallow'd all my hopes but she,",male,0.0
100262,Romeo and Juliet,Tragedy,Capulet,1,2,15,She is the hopeful lady of my earth:,male,0.0
100263,Romeo and Juliet,Tragedy,Capulet,1,2,16,"But woo her, gentle Paris, get her heart,",male,0.2
100264,Romeo and Juliet,Tragedy,Capulet,1,2,17,My will to her consent is but a part;,male,0.0
100265,Romeo and Juliet,Tragedy,Capulet,1,2,18,"An she agree, within her scope of choice",male,0.0
100266,Romeo and Juliet,Tragedy,Capulet,1,2,19,Lies my consent and fair according voice.,male,0.7
100267,Romeo and Juliet,Tragedy,Capulet,1,2,20,"This night I hold an old accustom'd feast,",male,0.1
100268,Romeo and Juliet,Tragedy,Capulet,1,2,21,"Whereto I have invited many a guest,",male,0.5
100269,Romeo and Juliet,Tragedy,Capulet,1,2,22,"Such as I love; and you, among the store,",male,0.25
100270,Romeo and Juliet,Tragedy,Capulet,1,2,23,"One more, most welcome, makes my number more.",male,0.57
100271,Romeo and Juliet,Tragedy,Capulet,1,2,24,At my poor house look to behold this night,male,-0.4
100272,Romeo and Juliet,Tragedy,Capulet,1,2,25,Earth-treading stars that make dark heaven light:,male,0.12
100273,Romeo and Juliet,Tragedy,Capulet,1,2,26,Such comfort as do lusty young men feel,male,0.05
100274,Romeo and Juliet,Tragedy,Capulet,1,2,27,When well-apparell'd April on the heel,male,0.0
100275,Romeo and Juliet,Tragedy,Capulet,1,2,28,"Of limping winter treads, even such delight",male,0.0
100276,Romeo and Juliet,Tragedy,Capulet,1,2,29,Among fresh female buds shall you this night,male,0.15
100277,Romeo and Juliet,Tragedy,Capulet,1,2,30,"Inherit at my house; hear all, all see,",male,0.0
