Unnamed: 0,play_name,genre,character,act,scene,sentence,text,sex
5601,The Comedy of Errors,Comedy,Aegeon,1,1,1,"Proceed, Solinus, to procure my fall",male
5602,The Comedy of Errors,Comedy,Aegeon,1,1,2,And by the doom of death end woes and all.,male
5603,The Comedy of Errors,Comedy,Duke Solinus,1,1,3,"Merchant of Syracuse, plead no more;",male
5604,The Comedy of Errors,Comedy,Duke Solinus,1,1,4,I am not partial to infringe our laws:,male
5605,The Comedy of Errors,Comedy,Duke Solinus,1,1,5,The enmity and discord which of late,male
5606,The Comedy of Errors,Comedy,Duke Solinus,1,1,6,Sprung from the rancorous outrage of your duke,male
5607,The Comedy of Errors,Comedy,Duke Solinus,1,1,7,"To merchants, our well-dealing countrymen,",male
5608,The Comedy of Errors,Comedy,Duke Solinus,1,1,8,Who wanting guilders to redeem their lives,male
5609,The Comedy of Errors,Comedy,Duke Solinus,1,1,9,"Have seal'd his rigorous statutes with their bloods,",male
5610,The Comedy of Errors,Comedy,Duke Solinus,1,1,10,Excludes all pity from our threatening looks.,male
5611,The Comedy of Errors,Comedy,Duke Solinus,1,1,11,"For, since the mortal and intestine jars",male
5612,The Comedy of Errors,Comedy,Duke Solinus,1,1,12,"'Twixt thy seditious countrymen and us,",male
5613,The Comedy of Errors,Comedy,Duke Solinus,1,1,13,It hath in solemn synods been decreed,male
5614,The Comedy of Errors,Comedy,Duke Solinus,1,1,14,"Both by the Syracusians and ourselves,",male
5615,The Comedy of Errors,Comedy,Duke Solinus,1,1,15,"To admit no traffic to our adverse towns Nay, more,",male
5616,The Comedy of Errors,Comedy,Duke Solinus,1,1,16,If any born at Ephesus be seen,male
5617,The Comedy of Errors,Comedy,Duke Solinus,1,1,17,At any Syracusian marts and fairs;,male
5618,The Comedy of Errors,Comedy,Duke Solinus,1,1,18,Again: if any Syracusian born,male
5619,The Comedy of Errors,Comedy,Duke Solinus,1,1,19,"Come to the bay of Ephesus, he dies,",male
5620,The Comedy of Errors,Comedy,Duke Solinus,1,1,20,"His goods confiscate to the duke's dispose,",male
5621,The Comedy of Errors,Comedy,Duke Solinus,1,1,21,"Unless a thousand marks be levied,",male
5622,The Comedy of Errors,Comedy,Duke Solinus,1,1,22,To quit the penalty and to ransom him.,male
5623,The Comedy of Errors,Comedy,Duke Solinus,1,1,23,"Thy substance, valued at the highest rate,",male
5624,The Comedy of Errors,Comedy,Duke Solinus,1,1,24,Cannot amount unto a hundred marks;,male
5625,The Comedy of Errors,Comedy,Duke Solinus,1,1,25,Therefore by law thou art condemned to die.,male
5626,The Comedy of Errors,Comedy,Aegeon,1,1,26,"Yet this my comfort: when your words are done,",male
5627,The Comedy of Errors,Comedy,Aegeon,1,1,27,My woes end likewise with the evening sun.,male
5628,The Comedy of Errors,Comedy,Duke Solinus,1,1,28,"Well, Syracusian, say in brief the cause",male
5629,The Comedy of Errors,Comedy,Duke Solinus,1,1,29,Why thou departed'st from thy native home,male
5630,The Comedy of Errors,Comedy,Duke Solinus,1,1,30,And for what cause thou camest to Ephesus.,male
5631,The Comedy of Errors,Comedy,Aegeon,1,1,31,A heavier task could not have been imposed,male
5632,The Comedy of Errors,Comedy,Aegeon,1,1,32,Than I to speak my griefs unspeakable:,male
5633,The Comedy of Errors,Comedy,Aegeon,1,1,33,"Yet, that the world may witness that my end",male
5634,The Comedy of Errors,Comedy,Aegeon,1,1,34,"Was wrought by nature, not by vile offence,",male
5635,The Comedy of Errors,Comedy,Aegeon,1,1,35,I'll utter what my sorrows give me leave.,male
5636,The Comedy of Errors,Comedy,Aegeon,1,1,36,"In Syracusa was I born, and wed",male
5637,The Comedy of Errors,Comedy,Aegeon,1,1,37,"Unto a woman, happy but for me,",male
5638,The Comedy of Errors,Comedy,Aegeon,1,1,38,"And by me, had not our hap been bad.",male
5639,The Comedy of Errors,Comedy,Aegeon,1,1,39,With her I lived in joy; our wealth increased,male
5640,The Comedy of Errors,Comedy,Aegeon,1,1,40,By prosperous voyages I often made,male
5641,The Comedy of Errors,Comedy,Aegeon,1,1,41,To Epidamnum; till my factor's death,male
5642,The Comedy of Errors,Comedy,Aegeon,1,1,42,And the great care of goods at random left,male
5643,The Comedy of Errors,Comedy,Aegeon,1,1,43,Drew me from kind embracements of my spouse:,male
5644,The Comedy of Errors,Comedy,Aegeon,1,1,44,From whom my absence was not six months old,male
5645,The Comedy of Errors,Comedy,Aegeon,1,1,45,"Before herself, almost at fainting under",male
5646,The Comedy of Errors,Comedy,Aegeon,1,1,46,"The pleasing punishment that women bear,",male
5647,The Comedy of Errors,Comedy,Aegeon,1,1,47,Had made provision for her following me,male
5648,The Comedy of Errors,Comedy,Aegeon,1,1,48,And soon and safe arrived where I was.,male
5649,The Comedy of Errors,Comedy,Aegeon,1,1,49,"There had she not been long, but she became",male
5650,The Comedy of Errors,Comedy,Aegeon,1,1,50,A joyful mother of two goodly sons;,male
5651,The Comedy of Errors,Comedy,Aegeon,1,1,51,"And, which was strange, the one so like the other,",male
5652,The Comedy of Errors,Comedy,Aegeon,1,1,52,As could not be distinguish'd but by names.,male
5653,The Comedy of Errors,Comedy,Aegeon,1,1,53,"That very hour, and in the self-same inn,",male
5654,The Comedy of Errors,Comedy,Aegeon,1,1,54,A meaner woman was delivered,male
5655,The Comedy of Errors,Comedy,Aegeon,1,1,55,"Of such a burden, male twins, both alike:",male
5656,The Comedy of Errors,Comedy,Aegeon,1,1,56,"Those,--for their parents were exceeding poor,--",male
5657,The Comedy of Errors,Comedy,Aegeon,1,1,57,I bought and brought up to attend my sons.,male
5658,The Comedy of Errors,Comedy,Aegeon,1,1,58,"My wife, not meanly proud of two such boys,",male
5659,The Comedy of Errors,Comedy,Aegeon,1,1,59,Made daily motions for our home return:,male
5660,The Comedy of Errors,Comedy,Aegeon,1,1,60,"Unwilling I agreed. Alas! too soon,",male
5661,The Comedy of Errors,Comedy,Aegeon,1,1,61,We came aboard.,male
5662,The Comedy of Errors,Comedy,Aegeon,1,1,62,"A league from Epidamnum had we sail'd,",male
5663,The Comedy of Errors,Comedy,Aegeon,1,1,63,Before the always wind-obeying deep,male
5664,The Comedy of Errors,Comedy,Aegeon,1,1,64,Gave any tragic instance of our harm:,male
5665,The Comedy of Errors,Comedy,Aegeon,1,1,65,But longer did we not retain much hope;,male
5666,The Comedy of Errors,Comedy,Aegeon,1,1,66,For what obscured light the heavens did grant,male
5667,The Comedy of Errors,Comedy,Aegeon,1,1,67,Did but convey unto our fearful minds,male
5668,The Comedy of Errors,Comedy,Aegeon,1,1,68,A doubtful warrant of immediate death;,male
5669,The Comedy of Errors,Comedy,Aegeon,1,1,69,"Which though myself would gladly have embraced,",male
5670,The Comedy of Errors,Comedy,Aegeon,1,1,70,"Yet the incessant weepings of my wife,",male
5671,The Comedy of Errors,Comedy,Aegeon,1,1,71,"Weeping before for what she saw must come,",male
5672,The Comedy of Errors,Comedy,Aegeon,1,1,72,"And piteous plainings of the pretty babes,",male
5673,The Comedy of Errors,Comedy,Aegeon,1,1,73,"That mourn'd for fashion, ignorant what to fear,",male
5674,The Comedy of Errors,Comedy,Aegeon,1,1,74,Forced me to seek delays for them and me.,male
5675,The Comedy of Errors,Comedy,Aegeon,1,1,75,"And this it was, for other means was none:",male
5676,The Comedy of Errors,Comedy,Aegeon,1,1,76,"The sailors sought for safety by our boat,",male
5677,The Comedy of Errors,Comedy,Aegeon,1,1,77,"And left the ship, then sinking-ripe, to us:",male
5678,The Comedy of Errors,Comedy,Aegeon,1,1,78,"My wife, more careful for the latter-born,",male
5679,The Comedy of Errors,Comedy,Aegeon,1,1,79,"Had fasten'd him unto a small spare mast,",male
5680,The Comedy of Errors,Comedy,Aegeon,1,1,80,Such as seafaring men provide for storms;,male
5681,The Comedy of Errors,Comedy,Aegeon,1,1,81,"To him one of the other twins was bound,",male
5682,The Comedy of Errors,Comedy,Aegeon,1,1,82,Whilst I had been like heedful of the other:,male
5683,The Comedy of Errors,Comedy,Aegeon,1,1,83,"The children thus disposed, my wife and I,",male
5684,The Comedy of Errors,Comedy,Aegeon,1,1,84,"Fixing our eyes on whom our care was fix'd,",male
5685,The Comedy of Errors,Comedy,Aegeon,1,1,85,Fasten'd ourselves at either end the mast;,male
5686,The Comedy of Errors,Comedy,Aegeon,1,1,86,"And floating straight, obedient to the stream,",male
5687,The Comedy of Errors,Comedy,Aegeon,1,1,87,"Was carried towards Corinth, as we thought.",male
5688,The Comedy of Errors,Comedy,Aegeon,1,1,88,"At length the sun, gazing upon the earth,",male
5689,The Comedy of Errors,Comedy,Aegeon,1,1,89,Dispersed those vapours that offended us;,male
5690,The Comedy of Errors,Comedy,Aegeon,1,1,90,"And by the benefit of his wished light,",male
5691,The Comedy of Errors,Comedy,Aegeon,1,1,91,"The seas wax'd calm, and we discovered",male
5692,The Comedy of Errors,Comedy,Aegeon,1,1,92,"Two ships from far making amain to us,",male
5693,The Comedy of Errors,Comedy,Aegeon,1,1,93,"Of Corinth that, of Epidaurus this:",male
5694,The Comedy of Errors,Comedy,Aegeon,1,1,94,"But ere they came,--O, let me say no more!",male
5695,The Comedy of Errors,Comedy,Aegeon,1,1,95,Gather the sequel by that went before.,male
5696,The Comedy of Errors,Comedy,Duke Solinus,1,1,96,"Nay, forward, old man; do not break off so;",male
5697,The Comedy of Errors,Comedy,Duke Solinus,1,1,97,"For we may pity, though not pardon thee.",male
5698,The Comedy of Errors,Comedy,Aegeon,1,1,98,"O, had the gods done so, I had not now",male
5699,The Comedy of Errors,Comedy,Aegeon,1,1,99,Worthily term'd them merciless to us!,male
5700,The Comedy of Errors,Comedy,Aegeon,1,1,100,"For, ere the ships could meet by twice five leagues,",male
5701,The Comedy of Errors,Comedy,Aegeon,1,1,101,We were encounterd by a mighty rock;,male
5702,The Comedy of Errors,Comedy,Aegeon,1,1,102,"Which being violently borne upon,",male
5703,The Comedy of Errors,Comedy,Aegeon,1,1,103,Our helpful ship was splitted in the midst;,male
5704,The Comedy of Errors,Comedy,Aegeon,1,1,104,"So that, in this unjust divorce of us,",male
5705,The Comedy of Errors,Comedy,Aegeon,1,1,105,Fortune had left to both of us alike,male
5706,The Comedy of Errors,Comedy,Aegeon,1,1,106,"What to delight in, what to sorrow for.",male
5707,The Comedy of Errors,Comedy,Aegeon,1,1,107,"Her part, poor soul! seeming as burdened",male
5708,The Comedy of Errors,Comedy,Aegeon,1,1,108,"With lesser weight but not with lesser woe,",male
5709,The Comedy of Errors,Comedy,Aegeon,1,1,109,Was carried with more speed before the wind;,male
5710,The Comedy of Errors,Comedy,Aegeon,1,1,110,And in our sight they three were taken up,male
5711,The Comedy of Errors,Comedy,Aegeon,1,1,111,"By fishermen of Corinth, as we thought.",male
5712,The Comedy of Errors,Comedy,Aegeon,1,1,112,"At length, another ship had seized on us;",male
5713,The Comedy of Errors,Comedy,Aegeon,1,1,113,"And, knowing whom it was their hap to save,",male
5714,The Comedy of Errors,Comedy,Aegeon,1,1,114,Gave healthful welcome to their shipwreck'd guests;,male
5715,The Comedy of Errors,Comedy,Aegeon,1,1,115,"And would have reft the fishers of their prey,",male
5716,The Comedy of Errors,Comedy,Aegeon,1,1,116,Had not their bark been very slow of sail;,male
5717,The Comedy of Errors,Comedy,Aegeon,1,1,117,And therefore homeward did they bend their course.,male
5718,The Comedy of Errors,Comedy,Aegeon,1,1,118,Thus have you heard me sever'd from my bliss;,male
5719,The Comedy of Errors,Comedy,Aegeon,1,1,119,"That by misfortunes was my life prolong'd,",male
5720,The Comedy of Errors,Comedy,Aegeon,1,1,120,To tell sad stories of my own mishaps.,male
5721,The Comedy of Errors,Comedy,Duke Solinus,1,1,121,"And for the sake of them thou sorrowest for,",male
5722,The Comedy of Errors,Comedy,Duke Solinus,1,1,122,Do me the favour to dilate at full,male
5723,The Comedy of Errors,Comedy,Duke Solinus,1,1,123,What hath befall'n of them and thee till now.,male
5724,The Comedy of Errors,Comedy,Aegeon,1,1,124,"My youngest boy, and yet my eldest care,",male
5725,The Comedy of Errors,Comedy,Aegeon,1,1,125,At eighteen years became inquisitive,male
5726,The Comedy of Errors,Comedy,Aegeon,1,1,126,After his brother: and importuned me,male
5727,The Comedy of Errors,Comedy,Aegeon,1,1,127,"That his attendant--so his case was like,",male
5728,The Comedy of Errors,Comedy,Aegeon,1,1,128,"Reft of his brother, but retain'd his name--",male
5729,The Comedy of Errors,Comedy,Aegeon,1,1,129,Might bear him company in the quest of him:,male
5730,The Comedy of Errors,Comedy,Aegeon,1,1,130,"Whom whilst I labour'd of a love to see,",male
5731,The Comedy of Errors,Comedy,Aegeon,1,1,131,I hazarded the loss of whom I loved.,male
5732,The Comedy of Errors,Comedy,Aegeon,1,1,132,"Five summers have I spent in furthest Greece,",male
5733,The Comedy of Errors,Comedy,Aegeon,1,1,133,"Roaming clean through the bounds of Asia,",male
5734,The Comedy of Errors,Comedy,Aegeon,1,1,134,"And, coasting homeward, came to Ephesus;",male
5735,The Comedy of Errors,Comedy,Aegeon,1,1,135,"Hopeless to find, yet loath to leave unsought",male
5736,The Comedy of Errors,Comedy,Aegeon,1,1,136,Or that or any place that harbours men.,male
5737,The Comedy of Errors,Comedy,Aegeon,1,1,137,But here must end the story of my life;,male
5738,The Comedy of Errors,Comedy,Aegeon,1,1,138,"And happy were I in my timely death,",male
5739,The Comedy of Errors,Comedy,Aegeon,1,1,139,Could all my travels warrant me they live.,male
5740,The Comedy of Errors,Comedy,Duke Solinus,1,1,140,"Hapless AEgeon, whom the fates have mark'd",male
5741,The Comedy of Errors,Comedy,Duke Solinus,1,1,141,To bear the extremity of dire mishap!,male
5742,The Comedy of Errors,Comedy,Duke Solinus,1,1,142,"Now, trust me, were it not against our laws,",male
5743,The Comedy of Errors,Comedy,Duke Solinus,1,1,143,"Against my crown, my oath, my dignity,",male
5744,The Comedy of Errors,Comedy,Duke Solinus,1,1,144,"Which princes, would they, may not disannul,",male
5745,The Comedy of Errors,Comedy,Duke Solinus,1,1,145,My soul would sue as advocate for thee.,male
5746,The Comedy of Errors,Comedy,Duke Solinus,1,1,146,"But, though thou art adjudged to the death",male
5747,The Comedy of Errors,Comedy,Duke Solinus,1,1,147,And passed sentence may not be recall'd,male
5748,The Comedy of Errors,Comedy,Duke Solinus,1,1,148,"But to our honour's great disparagement,",male
5749,The Comedy of Errors,Comedy,Duke Solinus,1,1,149,Yet I will favour thee in what I can.,male
5750,The Comedy of Errors,Comedy,Duke Solinus,1,1,150,"Therefore, merchant, I'll limit thee this day",male
5751,The Comedy of Errors,Comedy,Duke Solinus,1,1,151,To seek thy life by beneficial help:,male
5752,The Comedy of Errors,Comedy,Duke Solinus,1,1,152,Try all the friends thou hast in Ephesus;,male
5753,The Comedy of Errors,Comedy,Duke Solinus,1,1,153,"Beg thou, or borrow, to make up the sum,",male
5754,The Comedy of Errors,Comedy,Duke Solinus,1,1,154,"And live; if no, then thou art doom'd to die.",male
5755,The Comedy of Errors,Comedy,Duke Solinus,1,1,155,"Gaoler, take him to thy custody.",male
5756,The Comedy of Errors,Comedy,Gaoler,1,1,156,"I will, my lord.",male
5757,The Comedy of Errors,Comedy,Aegeon,1,1,157,"Hopeless and helpless doth AEgeon wend,",male
5758,The Comedy of Errors,Comedy,Aegeon,1,1,158,But to procrastinate his lifeless end.,male
5759,The Comedy of Errors,Comedy,First Merchant,1,2,1,"Therefore give out you are of Epidamnum,",male
5760,The Comedy of Errors,Comedy,First Merchant,1,2,2,Lest that your goods too soon be confiscate.,male
5761,The Comedy of Errors,Comedy,First Merchant,1,2,3,This very day a Syracusian merchant,male
5762,The Comedy of Errors,Comedy,First Merchant,1,2,4,Is apprehended for arrival here;,male
5763,The Comedy of Errors,Comedy,First Merchant,1,2,5,And not being able to buy out his life,male
5764,The Comedy of Errors,Comedy,First Merchant,1,2,6,"According to the statute of the town,",male
5765,The Comedy of Errors,Comedy,First Merchant,1,2,7,Dies ere the weary sun set in the west.,male
5766,The Comedy of Errors,Comedy,First Merchant,1,2,8,There is your money that I had to keep.,male
5767,The Comedy of Errors,Comedy,First Merchant,1,2,9,ANTIPHOLUS,male
5768,The Comedy of Errors,Comedy,Of Syracuse,1,2,10,"Go bear it to the Centaur, where we host,",male
5769,The Comedy of Errors,Comedy,Of Syracuse,1,2,11,"And stay there, Dromio, till I come to thee.",male
5770,The Comedy of Errors,Comedy,Of Syracuse,1,2,12,Within this hour it will be dinner-time:,male
5771,The Comedy of Errors,Comedy,Of Syracuse,1,2,13,"Till that, I'll view the manners of the town,",male
5772,The Comedy of Errors,Comedy,Of Syracuse,1,2,14,"Peruse the traders, gaze upon the buildings,",male
5773,The Comedy of Errors,Comedy,Of Syracuse,1,2,15,"And then return and sleep within mine inn,",male
5774,The Comedy of Errors,Comedy,Of Syracuse,1,2,16,For with long travel I am stiff and weary.,male
5775,The Comedy of Errors,Comedy,Of Syracuse,1,2,17,Get thee away.,male
5776,The Comedy of Errors,Comedy,Dromio Of Syracuse,1,2,18,"Many a man would take you at your word,",male
5777,The Comedy of Errors,Comedy,Dromio Of Syracuse,1,2,19,"And go indeed, having so good a mean.",male
5778,The Comedy of Errors,Comedy,Dromio Of Syracuse,1,2,20,ANTIPHOLUS,male
5779,The Comedy of Errors,Comedy,Of Syracuse,1,2,21,"A trusty villain, sir, that very oft,",male
5780,The Comedy of Errors,Comedy,Of Syracuse,1,2,22,"When I am dull with care and melancholy,",male
5781,The Comedy of Errors,Comedy,Of Syracuse,1,2,23,Lightens my humour with his merry jests.,male
5782,The Comedy of Errors,Comedy,Of Syracuse,1,2,24,"What, will you walk with me about the town,",male
5783,The Comedy of Errors,Comedy,Of Syracuse,1,2,25,And then go to my inn and dine with me?,male
5784,The Comedy of Errors,Comedy,First Merchant,1,2,26,"I am invited, sir, to certain merchants,",male
5785,The Comedy of Errors,Comedy,First Merchant,1,2,27,Of whom I hope to make much benefit;,male
5786,The Comedy of Errors,Comedy,First Merchant,1,2,28,"I crave your pardon. Soon at five o'clock,",male
5787,The Comedy of Errors,Comedy,First Merchant,1,2,29,"Please you, I'll meet with you upon the mart",male
5788,The Comedy of Errors,Comedy,First Merchant,1,2,30,And afterward consort you till bed-time:,male
5789,The Comedy of Errors,Comedy,First Merchant,1,2,31,My present business calls me from you now.,male
5790,The Comedy of Errors,Comedy,First Merchant,1,2,32,ANTIPHOLUS,male
5791,The Comedy of Errors,Comedy,Of Syracuse,1,2,33,Farewell till then: I will go lose myself,male
5792,The Comedy of Errors,Comedy,Of Syracuse,1,2,34,And wander up and down to view the city.,male
5793,The Comedy of Errors,Comedy,First Merchant,1,2,35,"Sir, I commend you to your own content.",male
5794,The Comedy of Errors,Comedy,First Merchant,1,2,36,ANTIPHOLUS,male
5795,The Comedy of Errors,Comedy,Of Syracuse,1,2,37,He that commends me to mine own content,male
5796,The Comedy of Errors,Comedy,Of Syracuse,1,2,38,Commends me to the thing I cannot get.,male
5797,The Comedy of Errors,Comedy,Of Syracuse,1,2,39,I to the world am like a drop of water,male
5798,The Comedy of Errors,Comedy,Of Syracuse,1,2,40,"That in the ocean seeks another drop,",male
5799,The Comedy of Errors,Comedy,Of Syracuse,1,2,41,"Who, falling there to find his fellow forth,",male
5800,The Comedy of Errors,Comedy,Of Syracuse,1,2,42,"Unseen, inquisitive, confounds himself:",male
5801,The Comedy of Errors,Comedy,Of Syracuse,1,2,43,"So I, to find a mother and a brother,",male
5802,The Comedy of Errors,Comedy,Of Syracuse,1,2,44,"In quest of them, unhappy, lose myself.",male
5803,The Comedy of Errors,Comedy,Of Syracuse,1,2,45,Here comes the almanac of my true date.,male
5804,The Comedy of Errors,Comedy,Of Syracuse,1,2,46,What now? how chance thou art return'd so soon?,male
5805,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,47,Return'd so soon! rather approach'd too late:,male
5806,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,48,"The capon burns, the pig falls from the spit,",male
5807,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,49,The clock hath strucken twelve upon the bell;,male
5808,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,50,My mistress made it one upon my cheek:,male
5809,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,51,She is so hot because the meat is cold;,male
5810,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,52,The meat is cold because you come not home;,male
5811,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,53,You come not home because you have no stomach;,male
5812,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,54,You have no stomach having broke your fast;,male
5813,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,55,But we that know what 'tis to fast and pray,male
5814,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,56,Are penitent for your default to-day.,male
5815,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,57,ANTIPHOLUS,male
5816,The Comedy of Errors,Comedy,Of Syracuse,1,2,58,"Stop in your wind, sir: tell me this, I pray:",male
5817,The Comedy of Errors,Comedy,Of Syracuse,1,2,59,Where have you left the money that I gave you?,male
5818,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,60,"O,--sixpence, that I had o' Wednesday last",male
5819,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,61,To pay the saddler for my mistress' crupper?,male
5820,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,62,"The saddler had it, sir; I kept it not.",male
5821,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,63,ANTIPHOLUS,male
5822,The Comedy of Errors,Comedy,Of Syracuse,1,2,64,I am not in a sportive humour now:,male
5823,The Comedy of Errors,Comedy,Of Syracuse,1,2,65,"Tell me, and dally not, where is the money?",male
5824,The Comedy of Errors,Comedy,Of Syracuse,1,2,66,"We being strangers here, how darest thou trust",male
5825,The Comedy of Errors,Comedy,Of Syracuse,1,2,67,So great a charge from thine own custody?,male
5826,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,68,"I pray you, air, as you sit at dinner:",male
5827,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,69,I from my mistress come to you in post;,male
5828,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,70,"If I return, I shall be post indeed,",male
5829,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,71,For she will score your fault upon my pate.,male
5830,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,72,"Methinks your maw, like mine, should be your clock,",male
5831,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,73,And strike you home without a messenger.,male
5832,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,74,ANTIPHOLUS,male
5833,The Comedy of Errors,Comedy,Of Syracuse,1,2,75,"Come, Dromio, come, these jests are out of season;",male
5834,The Comedy of Errors,Comedy,Of Syracuse,1,2,76,Reserve them till a merrier hour than this.,male
5835,The Comedy of Errors,Comedy,Of Syracuse,1,2,77,Where is the gold I gave in charge to thee?,male
5836,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,78,"To me, sir? why, you gave no gold to me.",male
5837,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,79,ANTIPHOLUS,male
5838,The Comedy of Errors,Comedy,Of Syracuse,1,2,80,"Come on, sir knave, have done your foolishness,",male
5839,The Comedy of Errors,Comedy,Of Syracuse,1,2,81,And tell me how thou hast disposed thy charge.,male
5840,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,82,My charge was but to fetch you from the mart,male
5841,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,83,"Home to your house, the Phoenix, sir, to dinner:",male
5842,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,84,My mistress and her sister stays for you.,male
5843,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,85,ANTIPHOLUS,male
5844,The Comedy of Errors,Comedy,Of Syracuse,1,2,86,"In what safe place you have bestow'd my money,",male
5845,The Comedy of Errors,Comedy,Of Syracuse,1,2,87,Or I shall break that merry sconce of yours,male
5846,The Comedy of Errors,Comedy,Of Syracuse,1,2,88,That stands on tricks when I am undisposed:,male
5847,The Comedy of Errors,Comedy,Of Syracuse,1,2,89,Where is the thousand marks thou hadst of me?,male
5848,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,90,"I have some marks of yours upon my pate,",male
5849,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,91,"Some of my mistress' marks upon my shoulders,",male
5850,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,92,But not a thousand marks between you both.,male
5851,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,93,"If I should pay your worship those again,",male
5852,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,94,Perchance you will not bear them patiently.,male
5853,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,95,ANTIPHOLUS,male
5854,The Comedy of Errors,Comedy,Of Syracuse,1,2,96,"Thy mistress' marks? what mistress, slave, hast thou?",male
5855,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,97,"Your worship's wife, my mistress at the Phoenix;",male
5856,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,98,"She that doth fast till you come home to dinner,",male
5857,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,99,And prays that you will hie you home to dinner.,male
5858,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,100,ANTIPHOLUS,male
5859,The Comedy of Errors,Comedy,Of Syracuse,1,2,101,"What, wilt thou flout me thus unto my face,",male
5860,The Comedy of Errors,Comedy,Of Syracuse,1,2,102,"Being forbid? There, take you that, sir knave.",male
5861,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,103,"What mean you, sir? for God's sake, hold your hands!",male
5862,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,104,"Nay, and you will not, sir, I'll take my heels.",male
5863,The Comedy of Errors,Comedy,Dromio Of Ephesus,1,2,105,ANTIPHOLUS,male
5864,The Comedy of Errors,Comedy,Of Syracuse,1,2,106,"Upon my life, by some device or other",male
5865,The Comedy of Errors,Comedy,Of Syracuse,1,2,107,The villain is o'er-raught of all my money.,male
5866,The Comedy of Errors,Comedy,Of Syracuse,1,2,108,"They say this town is full of cozenage,",male
5867,The Comedy of Errors,Comedy,Of Syracuse,1,2,109,"As, nimble jugglers that deceive the eye,",male
5868,The Comedy of Errors,Comedy,Of Syracuse,1,2,110,"Dark-working sorcerers that change the mind,",male
5869,The Comedy of Errors,Comedy,Of Syracuse,1,2,111,"Soul-killing witches that deform the body,",male
5870,The Comedy of Errors,Comedy,Of Syracuse,1,2,112,"Disguised cheaters, prating mountebanks,",male
5871,The Comedy of Errors,Comedy,Of Syracuse,1,2,113,And many such-like liberties of sin:,male
5872,The Comedy of Errors,Comedy,Of Syracuse,1,2,114,"If it prove so, I will be gone the sooner.",male
5873,The Comedy of Errors,Comedy,Of Syracuse,1,2,115,"I'll to the Centaur, to go seek this slave:",male
5874,The Comedy of Errors,Comedy,Of Syracuse,1,2,116,I greatly fear my money is not safe.,male
5875,The Comedy of Errors,Comedy,Adriana,2,1,1,"Neither my husband nor the slave return'd,",female
5876,The Comedy of Errors,Comedy,Adriana,2,1,2,That in such haste I sent to seek his master!,female
5877,The Comedy of Errors,Comedy,Adriana,2,1,3,"Sure, Luciana, it is two o'clock.",female
5878,The Comedy of Errors,Comedy,Luciana,2,1,4,"Perhaps some merchant hath invited him,",female
5879,The Comedy of Errors,Comedy,Luciana,2,1,5,And from the mart he's somewhere gone to dinner.,female
5880,The Comedy of Errors,Comedy,Luciana,2,1,6,"Good sister, let us dine and never fret:",female
5881,The Comedy of Errors,Comedy,Luciana,2,1,7,A man is master of his liberty:,female
5882,The Comedy of Errors,Comedy,Luciana,2,1,8,"Time is their master, and, when they see time,",female
